episode,step,sim_time,phase,robot_x,robot_y,robot_yaw,sac_linear,sac_turn,proposed_linear,proposed_turn,final_linear,final_turn,dwa_intervened,dwa_reason,pred_dynamic_clearance,pred_static_clearance,pred_ttc,env_dynamic_clearance,env_dynamic_ttc,env_dynamic_person,collision,collision_type,p0_type,p0_x,p0_y,p0_vx,p0_vy,p0_distance,p0_cooperative,p0_reciprocal,p1_type,p1_x,p1_y,p1_vx,p1_vy,p1_distance,p1_cooperative,p1_reciprocal,p2_type,p2_x,p2_y,p2_vx,p2_vy,p2_distance,p2_cooperative,p2_reciprocal,p3_type,p3_x,p3_y,p3_vx,p3_vy,p3_distance,p3_cooperative,p3_reciprocal
4,1,0.04,to_table,-8.300000190734863,5.5,0.011058962993734838,-0.42056113481521606,-0.6237110495567322,0.0,0.75,0.0,0.75,0,nominal-sac-a-star,4.1923668873026765,99.0,99.0,4.252428951263427,99.0,waiter-2,0,,waiter-1,7.997619152069092,2.549999952316284,-0.5061262704974467,0.0,16.562454423311525,0,0,waiter-2,-4.136840343475342,2.200000047683716,0.4435565650241813,0.0,5.312428785322341,0,0,customer-1,4.588934421539307,-2.200000047683716,0.40339362423432057,0.0,15.013814844129667,0,0,customer-2,-6.173961162567139,-2.549999952316284,0.40769410030027764,0.0,8.326015924893763,0,0
4,2,0.08,to_table,-8.300000190734863,5.5,-0.001564388030440744,0.9380178451538086,-0.9262568950653076,0.0,-0.9911508560180664,0.0,-0.9911508560180664,0,nominal-sac-a-star,4.1923668873026765,99.0,99.0,4.266344013214111,99.0,waiter-2,0,,waiter-1,7.977374076843262,2.549999952316284,-0.5061264803098453,0.0,16.54253346159978,0,0,waiter-2,-4.11909818649292,2.200000047683716,0.4435571588259357,0.0,5.3263440796067405,0,0,customer-1,4.605070114135742,-2.200000047683716,0.40339352259735506,0.0,15.027669157523476,0,0,customer-2,-6.157653331756592,-2.549999952316284,0.40769333423635423,0.0,8.330195033519098,0,0
4,3,0.12,to_table,-8.300000190734863,5.5,-0.025805238170110125,0.7721757888793945,-0.509621798992157,0.0,-0.9411545991897583,0.0,-0.9411545991897583,0,nominal-sac-a-star,4.206304914371914,99.0,99.0,4.280281963348388,99.0,waiter-2,0,,waiter-1,7.957129001617432,2.549999952316284,-0.5061266901222439,0.0,16.522613287799455,0,0,waiter-2,-4.101356029510498,2.200000047683716,0.44355775262769015,0.0,5.340282059767155,0,0,customer-1,4.621205806732178,-2.200000047683716,0.40339342096039843,0.0,15.041528019563287,0,0,customer-2,-6.141345977783203,-2.549999952316284,0.40769733654401286,0.0,8.334403832511725,0,0
4,4,0.16,to_table,-8.300000190734863,5.5,-0.05771613944811528,0.8413727283477783,-0.2328203320503235,0.0,-0.9079384207725525,0.0,-0.9079384207725525,0,nominal-sac-a-star,4.220265450300228,99.0,99.0,4.294242801666259,99.0,waiter-2,0,,waiter-1,7.936883926391602,2.549999952316284,-0.5061268999346513,0.0,16.502693904763778,0,0,waiter-2,-4.083613395690918,2.200000047683716,0.44355357805786255,0.0,5.354242924140483,0,0,customer-1,4.637341499328613,-2.200000047683716,0.4033933193234418,0.0,15.055391417687675,0,0,customer-2,-6.125038146972656,-2.549999952316284,0.40769657048008945,0.0,8.338642522862965,0,0
4,5,0.2,to_table,-8.300000190734863,5.5,-0.0882375161873382,-0.05893617868423462,0.6540110111236572,0.0,-0.8015186786651611,0.0,-0.8015186786651611,0,nominal-sac-a-star,4.234248319478907,99.0,99.0,4.308225574493408,99.0,waiter-2,0,,waiter-1,7.9166388511657715,2.549999952316284,-0.5061271097470588,0.0,16.482775315359664,0,0,waiter-2,-4.065871238708496,2.200000047683716,0.443554171859617,0.0,5.368225746713283,0,0,customer-1,4.653477191925049,-2.200000047683716,0.4033932176864763,0.0,15.069259339377338,0,0,customer-2,-6.108730316162109,-2.549999952316284,0.40769580441616604,0.0,8.34291093656778,0,0
4,6,0.24000000000000002,to_table,-8.300000190734863,5.5,-0.11459025151389632,0.7029896974563599,-0.5059000849723816,0.0,-0.9407079815864563,0.0,-0.9407079815864563,0,nominal-sac-a-star,4.24825334784467,99.0,99.0,4.322230758666992,99.0,waiter-2,0,,waiter-1,7.896393775939941,2.549999952316284,-0.5061273195594573,0.0,16.46285752246778,0,0,waiter-2,-4.048129081726074,2.200000047683716,0.4435547656613714,0.0,5.38223072832363,0,0,customer-1,4.669612884521484,-2.200000047683716,0.4033931160495108,0.0,15.083131772154934,0,0,customer-2,-6.0924224853515625,-2.549999952316284,0.40769503835224263,0.0,8.347209028028326,0,0
4,7,0.28,to_table,-8.300000190734863,5.5,-0.14252452429871426,0.7816519737243652,-0.9551315903663635,0.0,-0.9946157932281494,0.0,-0.9946157932281494,0,nominal-sac-a-star,4.262280362866814,99.0,99.0,4.336257400512695,99.0,waiter-2,0,,waiter-1,7.876148700714111,2.549999952316284,-0.5061275293718559,0.0,16.44294052898264,0,0,waiter-2,-4.030386924743652,2.200000047683716,0.44355535946312585,0.0,5.396257696442564,0,0,customer-1,4.68574857711792,-2.200000047683716,0.40339301441255415,0.0,15.097008703584935,0,0,customer-2,-6.076114654541016,-2.549999952316284,0.4076942722883192,0.0,8.351536751423918,0,0
4,8,0.32,to_table,-8.300000190734863,5.5,-0.1752033957327496,0.6629579067230225,-0.7947182059288025,0.0,-0.9753661751747131,0.0,-0.9753661751747131,0,nominal-sac-a-star,4.276329193534428,99.0,99.0,4.3503064537048335,99.0,waiter-2,0,,waiter-1,7.855903625488281,2.549999952316284,-0.5061277391842633,0.0,16.423024337812677,0,0,waiter-2,-4.0126447677612305,2.200000047683716,0.4435559532648803,0.0,5.4103064800608935,0,0,customer-1,4.7018842697143555,-2.200000047683716,0.4033929127755975,0.0,15.110890121273469,0,0,customer-2,-6.059806823730469,-2.549999952316284,0.4076935062243958,0.0,8.355894060713231,0,0
4,9,0.36,to_table,-8.300000190734863,5.5,-0.2078821841419812,0.5889873504638672,-0.3510681986808777,0.0,-0.9221282005310059,0.0,-0.9221282005310059,0,nominal-sac-a-star,4.2903996703436365,99.0,99.0,4.364376964569091,99.0,waiter-2,0,,waiter-1,7.835658550262451,2.549999952316284,-0.5061279489966708,0.0,16.40310895188034,0,0,waiter-2,-3.9949026107788086,2.200000047683716,0.4435565470666347,0.0,5.424376909676443,0,0,customer-1,4.718019962310791,-2.200000047683716,0.403392811138632,0.0,15.124776012868159,0,0,customer-2,-6.043498992919922,-2.549999952316284,0.4076927401604724,0.0,8.360280909636497,0,0
4,10,0.39999999999999997,to_table,-8.300000190734863,5.5,-0.2370568157036017,0.5988051891326904,-0.18015527725219727,0.0,-0.9016186594963074,0.0,-0.9016186594963074,0,nominal-sac-a-star,4.304491625284916,99.0,99.0,4.378468933105468,99.0,waiter-2,0,,waiter-1,7.815413475036621,2.549999952316284,-0.5061281588090694,0.0,16.383194374122166,0,0,waiter-2,-3.9771604537963867,2.200000047683716,0.44355714086838915,0.0,5.438468817281367,0,0,customer-1,4.734155654907227,-2.200000047683716,0.4033927095016665,0.0,15.13866636605798,0,0,customer-2,-6.027191162109375,-2.549999952316284,0.407691974096549,0.0,8.364697251717704,0,0
